Ano;Grupo CID-10;Faixa Etária;Valor
2020;Malformações congênitas do sistema nervoso;40 a 49 anos;1
2020;Malformações congênitas do aparelho circulatório;40 a 49 anos;-
2020;Malformações congênitas do aparelho respiratório;40 a 49 anos;-
2020;Outras malformações congênitas aparelho digestivo;40 a 49 anos;-
2020;Malformações congênitas do aparelho urinário;40 a 49 anos;-
2020;Malform e deform congênit do sistema osteomuscular;40 a 49 anos;-
2020;Outras malformações congênitas;40 a 49 anos;-
2020;Anomalias cromossômicas NCOP;40 a 49 anos;-
2020;Sint e sinais relat aparelho circulat e respirat;40 a 49 anos;2
2020;Sintom e sinais relat ao aparelho digest e abdome;40 a 49 anos;2
2020;Sintom e sinais relat à pele e tecido subcutâneo;40 a 49 anos;-
2020;Sintomas e sinais gerais;40 a 49 anos;2
2020;Causas mal definidas e desconhecidas mortalidade;40 a 49 anos;59
2020;Acidentes;40 a 49 anos;55
2020;Lesões autoprovocadas intencionalmente;40 a 49 anos;23
2020;Agressões;40 a 49 anos;121
2020;Eventos (fatos) cuja intenção é indeterminada;40 a 49 anos;90
2020;Complicações de assistência médica e cirúrgica;40 a 49 anos;1
2020;Seqüelas causas externas de morbidade e mortalidad;40 a 49 anos;-
2016;Doenças infecciosas intestinais;50 a 59 anos;5
2016;Tuberculose;50 a 59 anos;20
2016;Algumas doenças bacterianas zoonóticas;50 a 59 anos;2
2016;Outras doenças bacterianas;50 a 59 anos;24
2016;Infecções de transmissão predominantemente sexual;50 a 59 anos;-
2016;Infecções virais do sistema nervoso central;50 a 59 anos;1
2016;Febres por arbovírus e febres hemorrágicas virais;50 a 59 anos;6
2016;Infecções virais caract p/lesões de pele e mucosas;50 a 59 anos;-
2016;Hepatite viral;50 a 59 anos;7
2016;Doença pelo vírus da imunodeficiência humana [HIV];50 a 59 anos;24
2016;Outras doenças por vírus;50 a 59 anos;-
2016;Micoses;50 a 59 anos;-
2016;Doenças devidas a protozoários;50 a 59 anos;3
2016;Helmintíases;50 a 59 anos;1
2016;Seqüelas de doenças infecciosas e parasitárias;50 a 59 anos;3
2016;Outras doenças infecciosas;50 a 59 anos;-
2016;Neoplasias malignas;50 a 59 anos;473
2016;Neoplasias [tumores] in situ;50 a 59 anos;1
2016;Neoplasias [tumores] benignas(os);50 a 59 anos;2
2016;Neopl de comportamento incerto ou desconhecido;50 a 59 anos;5
2016;Anemias nutricionais;50 a 59 anos;1
2016;Anemias hemolíticas;50 a 59 anos;1
2016;Anemias aplásticas e outras anemias;50 a 59 anos;2
2016;Defeitos coagulação, púrpura, outr afecç hemorrág;50 a 59 anos;1
2016;Outras doenças do sangue e órgãos hematopoéticos;50 a 59 anos;-
2016;Alguns transt q comprometem o mecanismo imunitário;50 a 59 anos;-
2016;Transtornos da glândula tireóide;50 a 59 anos;-
2016;Diabetes mellitus;50 a 59 anos;26
2016;Outr transt regulação glicose e secr pancreát int;50 a 59 anos;2
2016;Transtornos de outras glândulas endócrinas;50 a 59 anos;-
2016;Desnutrição;50 a 59 anos;1
2016;Obesidade e outras formas de hiperalimentação;50 a 59 anos;5
2016;Distúrbios metabólicos;50 a 59 anos;4
2016;Transtornos mentais orgânicos, incl sintomáticos;50 a 59 anos;1
2016;Transt ment e comport dev ao uso subst psicoativa;50 a 59 anos;8
2016;Esquizofrenia, transt esquizotípicos e delirantes;50 a 59 anos;1
2016;Transtornos do humor [afetivos];50 a 59 anos;-
2016;Transt neuróticos, relacion stress e somatoformes;50 a 59 anos;-
2016;Retardo mental;50 a 59 anos;1
2016;Transtornos do desenvolvimento psicológico;50 a 59 anos;-
2016;Transtorno mental não especificado;50 a 59 anos;1
2016;Doenças inflamatórias do sistema nervoso central;50 a 59 anos;2
2016;Atrofias sistêm q afetam princ o sist nerv central;50 a 59 anos;6
2016;Doenças extrapiramidais e transt dos movimentos;50 a 59 anos;2
2016;Outras doenças degenerativas do sistema nervoso;50 a 59 anos;4
2016;Doenças desmielinizantes do sist nervoso central;50 a 59 anos;-
2016;Transtornos episódicos e paroxísticos;50 a 59 anos;2
2016;Polineuropatias e outr transt sist nerv periférico;50 a 59 anos;-
2016;Doenças da junção mioneural e dos músculos;50 a 59 anos;1
2016;Paralisia cerebral e outras síndromes paralíticas;50 a 59 anos;2
2016;Outros transtornos do sistema nervoso;50 a 59 anos;11
2016;Transtornos do humor vítreo e do globo ocular;50 a 59 anos;-
2016;Doenças do ouvido médio e da mastóide;50 a 59 anos;-
2016;Doenças reumáticas crônicas do coração;50 a 59 anos;-
2016;Doenças hipertensivas;50 a 59 anos;13
2016;Doenças isquêmicas do coração;50 a 59 anos;128
2016;Doenças cardíaca pulmonar e da circulação pulmonar;50 a 59 anos;15
2016;Outras formas de doença do coração;50 a 59 anos;89
2016;Doenças cerebrovasculares;50 a 59 anos;125
2016;Doenças das artérias, das arteríolas e capilares;50 a 59 anos;26
2016;Doenças veias, vasos e gânglios linfáticos, NCOP;50 a 59 anos;2
2016;Infecções agudas das vias aéreas superiores;50 a 59 anos;1
2016;Influenza [gripe] e pneumonia;50 a 59 anos;72
2016;Outras infecções agudas das vias aéreas inferiores;50 a 59 anos;1
2016;Outras doenças das vias aéreas superiores;50 a 59 anos;1
2016;Doenças crônicas das vias aéreas inferiores;50 a 59 anos;18
2016;Doenças pulmonares devidas a agentes externos;50 a 59 anos;6
2016;Outras doenças respirat q afetam princ interstício;50 a 59 anos;9
2016;Afecções necróticas e supurat vias aéreas infer;50 a 59 anos;1
2016;Outras doenças da pleura;50 a 59 anos;2
2016;Outras doenças do aparelho respiratório;50 a 59 anos;12
2016;Doenças do esôfago, do estômago e do duodeno;50 a 59 anos;11
2016;Doenças do apêndice;50 a 59 anos;3
2016;Hérnias;50 a 59 anos;1
2016;Enterites e colites não-infecciosas;50 a 59 anos;-
2016;Outras doenças dos intestinos;50 a 59 anos;13
2016;Doenças do peritônio;50 a 59 anos;4
2016;Doenças do fígado;50 a 59 anos;80
2016;Transt vesícula biliar, vias biliares e pâncreas;50 a 59 anos;17
2016;Outras doenças do aparelho digestivo;50 a 59 anos;6
2016;Infecções da pele e do tecido subcutâneo;50 a 59 anos;8
2016;Afecções bolhosas;50 a 59 anos;-
2016;Dermatite e eczema;50 a 59 anos;-
2016;Afecções pápulo-descamativas;50 a 59 anos;-
2016;Urticária e eritema;50 a 59 anos;-
2016;Outras afecções da pele e do tecido subcutâneo;50 a 59 anos;5
2016;Artropatias;50 a 59 anos;-
2016;Doenças sistêmicas do tecido conjuntivo;50 a 59 anos;6
2016;Dorsopatias;50 a 59 anos;-
2016;Transtornos dos tecidos moles;50 a 59 anos;7
2016;Osteopatias e condropatias;50 a 59 anos;-
2016;Doenças glomerulares;50 a 59 anos;3
2016;Doenças renais túbulo-intersticiais;50 a 59 anos;1
2016;Insuficiência renal;50 a 59 anos;17
2016;Calculose renal;50 a 59 anos;-
2016;Outros transtornos do rim e do ureter;50 a 59 anos;-
2016;Outras doenças do aparelho urinário;50 a 59 anos;7
2016;Doenças dos órgãos genitais masculinos;50 a 59 anos;2
2016;Doenças da mama;50 a 59 anos;1
2016;Doenças inflamatórias órgãos pélvicos femininos;50 a 59 anos;-
2016;Transt não-inflamatórios do trato genital feminino;50 a 59 anos;-
2016;Gravidez que termina em aborto;50 a 59 anos;-
2016;Edema proteinúr e transt hipert gravid parto puerp;50 a 59 anos;-
2016;Assist à mãe mot feto cavid amniót e prob rel part;50 a 59 anos;-
2016;Complicações do trabalho de parto e do parto;50 a 59 anos;-
2016;Complicações relacionadas predom com o puerpério;50 a 59 anos;-
2016;Outras afecções obstétricas NCOP;50 a 59 anos;-
2016;Fet rec-nasc afet fat mat e compl grav, trab parto;50 a 59 anos;-
2016;Transt relac com a duração gestação e cresc fetal;50 a 59 anos;-
2016;Traumatismo de parto;50 a 59 anos;-
2016;Transt respirat e cardiovasc específ per perinatal;50 a 59 anos;-
2016;Infecções específicas do período perinatal;50 a 59 anos;-
2016;Transt hemorrág e hematológ feto e recém-nascido;50 a 59 anos;-
2016;Transt endócr e metaból trans espec fet e rec-nasc;50 a 59 anos;-
2016;Transt aparelho digestivo do feto ou recém-nascido;50 a 59 anos;-
2016;Afecç comprom tegument e reg térm fet e recém-nasc;50 a 59 anos;-
2016;Outros transtornos originados no período perinatal;50 a 59 anos;-
2016;Malformações congênitas do sistema nervoso;50 a 59 anos;-
2016;Malformações congênitas do aparelho circulatório;50 a 59 anos;1
2016;Malformações congênitas do aparelho respiratório;50 a 59 anos;-
2016;Outras malformações congênitas aparelho digestivo;50 a 59 anos;1
2016;Malformações congênitas do aparelho urinário;50 a 59 anos;2
2016;Malform e deform congênit do sistema osteomuscular;50 a 59 anos;-
2016;Outras malformações congênitas;50 a 59 anos;-
2016;Anomalias cromossômicas NCOP;50 a 59 anos;1
2016;Sint e sinais relat aparelho circulat e respirat;50 a 59 anos;2
2016;Sintom e sinais relat ao aparelho digest e abdome;50 a 59 anos;2
2016;Sintom e sinais relat à pele e tecido subcutâneo;50 a 59 anos;-
2016;Sint e sinais relat sist nervoso e osteomuscular;50 a 59 anos;-
2016;Sint e sinais rel cogn percep estado emoc e compor;50 a 59 anos;-
2016;Sintomas e sinais gerais;50 a 59 anos;3
2016;Achad anorm exam e out líq, subs e tec corp s/diag;50 a 59 anos;-
2016;Causas mal definidas e desconhecidas mortalidade;50 a 59 anos;114
2016;Acidentes;50 a 59 anos;83
2016;Lesões autoprovocadas intencionalmente;50 a 59 anos;21
2016;Agressões;50 a 59 anos;35
2016;Eventos (fatos) cuja intenção é indeterminada;50 a 59 anos;43
2016;Complicações de assistência médica e cirúrgica;50 a 59 anos;4
2016;Seqüelas causas externas de morbidade e mortalidad;50 a 59 anos;-
2017;Doenças infecciosas intestinais;50 a 59 anos;3
2017;Tuberculose;50 a 59 anos;16
2017;Algumas doenças bacterianas zoonóticas;50 a 59 anos;2
2017;Outras doenças bacterianas;50 a 59 anos;11
2017;Infecções de transmissão predominantemente sexual;50 a 59 anos;-
2017;Infecções virais do sistema nervoso central;50 a 59 anos;2
2017;Febres por arbovírus e febres hemorrágicas virais;50 a 59 anos;14
2017;Infecções virais caract p/lesões de pele e mucosas;50 a 59 anos;-
2017;Hepatite viral;50 a 59 anos;2
2017;Doença pelo vírus da imunodeficiência humana [HIV];50 a 59 anos;31
2017;Outras doenças por vírus;50 a 59 anos;1
2017;Micoses;50 a 59 anos;2
2017;Doenças devidas a protozoários;50 a 59 anos;6
2017;Helmintíases;50 a 59 anos;-
2017;Pediculose, acaríase e outras infestações;50 a 59 anos;-
2017;Seqüelas de doenças infecciosas e parasitárias;50 a 59 anos;4
2017;Outras doenças infecciosas;50 a 59 anos;-
2017;Neoplasias malignas;50 a 59 anos;510
2017;Neoplasias [tumores] in situ;50 a 59 anos;1
2017;Neoplasias [tumores] benignas(os);50 a 59 anos;2
2017;Neopl de comportamento incerto ou desconhecido;50 a 59 anos;5
2017;Anemias nutricionais;50 a 59 anos;-
2017;Anemias hemolíticas;50 a 59 anos;1
2017;Anemias aplásticas e outras anemias;50 a 59 anos;3
2017;Defeitos coagulação, púrpura, outr afecç hemorrág;50 a 59 anos;3
2017;Outras doenças do sangue e órgãos hematopoéticos;50 a 59 anos;2
2017;Alguns transt q comprometem o mecanismo imunitário;50 a 59 anos;1
2017;Transtornos da glândula tireóide;50 a 59 anos;-
2017;Diabetes mellitus;50 a 59 anos;47
2017;Outr transt regulação glicose e secr pancreát int;50 a 59 anos;-
2017;Transtornos de outras glândulas endócrinas;50 a 59 anos;1
2017;Desnutrição;50 a 59 anos;5
2017;Outras deficiências nutricionais;50 a 59 anos;-
2017;Obesidade e outras formas de hiperalimentação;50 a 59 anos;4
2017;Distúrbios metabólicos;50 a 59 anos;4
2017;Transtornos mentais orgânicos, incl sintomáticos;50 a 59 anos;1
2017;Transt ment e comport dev ao uso subst psicoativa;50 a 59 anos;16
2017;Esquizofrenia, transt esquizotípicos e delirantes;50 a 59 anos;1
2017;Transtornos do humor [afetivos];50 a 59 anos;-
2017;Transt neuróticos, relacion stress e somatoformes;50 a 59 anos;-
2017;Retardo mental;50 a 59 anos;-
2017;Doenças inflamatórias do sistema nervoso central;50 a 59 anos;4
2017;Atrofias sistêm q afetam princ o sist nerv central;50 a 59 anos;5
2017;Doenças extrapiramidais e transt dos movimentos;50 a 59 anos;3
2017;Outras doenças degenerativas do sistema nervoso;50 a 59 anos;7
2017;Doenças desmielinizantes do sist nervoso central;50 a 59 anos;2
2017;Transtornos episódicos e paroxísticos;50 a 59 anos;6
2017;Polineuropatias e outr transt sist nerv periférico;50 a 59 anos;1
2017;Doenças da junção mioneural e dos músculos;50 a 59 anos;3
2017;Paralisia cerebral e outras síndromes paralíticas;50 a 59 anos;1
2017;Outros transtornos do sistema nervoso;50 a 59 anos;7
2017;Doenças do ouvido médio e da mastóide;50 a 59 anos;2
2017;Febre reumática aguda;50 a 59 anos;1
2017;Doenças reumáticas crônicas do coração;50 a 59 anos;9
2017;Doenças hipertensivas;50 a 59 anos;8
2017;Doenças isquêmicas do coração;50 a 59 anos;157
2017;Doenças cardíaca pulmonar e da circulação pulmonar;50 a 59 anos;6
2017;Outras formas de doença do coração;50 a 59 anos;124
2017;Doenças cerebrovasculares;50 a 59 anos;141
2017;Doenças das artérias, das arteríolas e capilares;50 a 59 anos;13
2017;Doenças veias, vasos e gânglios linfáticos, NCOP;50 a 59 anos;6
2017;Infecções agudas das vias aéreas superiores;50 a 59 anos;-
2017;Influenza [gripe] e pneumonia;50 a 59 anos;69
2017;Outras infecções agudas das vias aéreas inferiores;50 a 59 anos;-
2017;Outras doenças das vias aéreas superiores;50 a 59 anos;1
2017;Doenças crônicas das vias aéreas inferiores;50 a 59 anos;34
2017;Doenças pulmonares devidas a agentes externos;50 a 59 anos;2
2017;Outras doenças respirat q afetam princ interstício;50 a 59 anos;18
2017;Afecções necróticas e supurat vias aéreas infer;50 a 59 anos;1
2017;Outras doenças da pleura;50 a 59 anos;1
2017;Outras doenças do aparelho respiratório;50 a 59 anos;10
2017;Doenças do esôfago, do estômago e do duodeno;50 a 59 anos;10
2017;Doenças do apêndice;50 a 59 anos;2
2017;Hérnias;50 a 59 anos;6
2017;Enterites e colites não-infecciosas;50 a 59 anos;2
2017;Outras doenças dos intestinos;50 a 59 anos;16
2017;Doenças do peritônio;50 a 59 anos;4
2017;Doenças do fígado;50 a 59 anos;93
2017;Transt vesícula biliar, vias biliares e pâncreas;50 a 59 anos;12
2017;Outras doenças do aparelho digestivo;50 a 59 anos;7
2017;Infecções da pele e do tecido subcutâneo;50 a 59 anos;8
2017;Afecções bolhosas;50 a 59 anos;-
2017;Dermatite e eczema;50 a 59 anos;-
2017;Afecções pápulo-descamativas;50 a 59 anos;-
2017;Urticária e eritema;50 a 59 anos;1
2017;Outras afecções da pele e do tecido subcutâneo;50 a 59 anos;4
2017;Artropatias;50 a 59 anos;2
2017;Doenças sistêmicas do tecido conjuntivo;50 a 59 anos;4
2017;Dorsopatias;50 a 59 anos;-
2017;Transtornos dos tecidos moles;50 a 59 anos;2
2017;Osteopatias e condropatias;50 a 59 anos;-
2017;Doenças glomerulares;50 a 59 anos;1
2017;Doenças renais túbulo-intersticiais;50 a 59 anos;2
2017;Insuficiência renal;50 a 59 anos;11
2017;Calculose renal;50 a 59 anos;4
2017;Outros transtornos do rim e do ureter;50 a 59 anos;-
2017;Outras doenças do aparelho urinário;50 a 59 anos;3
2017;Doenças dos órgãos genitais masculinos;50 a 59 anos;-
2017;Doenças inflamatórias órgãos pélvicos femininos;50 a 59 anos;-
2017;Transt não-inflamatórios do trato genital feminino;50 a 59 anos;-
2017;Edema proteinúr e transt hipert gravid parto puerp;50 a 59 anos;-
2017;Outros transtornos maternos relac predom gravidez;50 a 59 anos;-
2017;Assist à mãe mot feto cavid amniót e prob rel part;50 a 59 anos;-
2017;Complicações do trabalho de parto e do parto;50 a 59 anos;-
2017;Complicações relacionadas predom com o puerpério;50 a 59 anos;-
2017;Outras afecções obstétricas NCOP;50 a 59 anos;-
2017;Fet rec-nasc afet fat mat e compl grav, trab parto;50 a 59 anos;-
2017;Transt relac com a duração gestação e cresc fetal;50 a 59 anos;-
2017;Traumatismo de parto;50 a 59 anos;-
2017;Transt respirat e cardiovasc específ per perinatal;50 a 59 anos;-
2017;Infecções específicas do período perinatal;50 a 59 anos;-
2017;Transt hemorrág e hematológ feto e recém-nascido;50 a 59 anos;-
2017;Transt aparelho digestivo do feto ou recém-nascido;50 a 59 anos;-
2017;Afecç comprom tegument e reg térm fet e recém-nasc;50 a 59 anos;-
2017;Outros transtornos originados no período perinatal;50 a 59 anos;-
2017;Malformações congênitas do sistema nervoso;50 a 59 anos;-
2017;Malformações congênitas do aparelho circulatório;50 a 59 anos;3
2017;Malformações congênitas do aparelho respiratório;50 a 59 anos;-
2017;Outras malformações congênitas aparelho digestivo;50 a 59 anos;1
2017;Malformações congênitas do aparelho urinário;50 a 59 anos;-
2017;Malform e deform congênit do sistema osteomuscular;50 a 59 anos;-
2017;Outras malformações congênitas;50 a 59 anos;-
2017;Anomalias cromossômicas NCOP;50 a 59 anos;1
2017;Sint e sinais relat aparelho circulat e respirat;50 a 59 anos;5
2017;Sintom e sinais relat ao aparelho digest e abdome;50 a 59 anos;5
2017;Sint e sinais relat sist nervoso e osteomuscular;50 a 59 anos;-
2017;Sint e sinais rel cogn percep estado emoc e compor;50 a 59 anos;1
2017;Sintomas e sinais relativos à fala e à voz;50 a 59 anos;-
2017;Sintomas e sinais gerais;50 a 59 anos;7
2017;Achad anorm exam diag imagem estud função, s/diag;50 a 59 anos;1
2017;Causas mal definidas e desconhecidas mortalidade;50 a 59 anos;55
2017;Acidentes;50 a 59 anos;87
2017;Lesões autoprovocadas intencionalmente;50 a 59 anos;24
2017;Agressões;50 a 59 anos;66
2017;Eventos (fatos) cuja intenção é indeterminada;50 a 59 anos;35
2017;Complicações de assistência médica e cirúrgica;50 a 59 anos;1
2017;Seqüelas causas externas de morbidade e mortalidad;50 a 59 anos;-
2018;Doenças infecciosas intestinais;50 a 59 anos;8
2018;Tuberculose;50 a 59 anos;28
2018;Algumas doenças bacterianas zoonóticas;50 a 59 anos;3
2018;Outras doenças bacterianas;50 a 59 anos;22
2018;Infecções de transmissão predominantemente sexual;50 a 59 anos;-
2018;Outras doenças causadas por clamídias;50 a 59 anos;-
2018;Infecções virais do sistema nervoso central;50 a 59 anos;1
2018;Febres por arbovírus e febres hemorrágicas virais;50 a 59 anos;1
2018;Infecções virais caract p/lesões de pele e mucosas;50 a 59 anos;-
2018;Hepatite viral;50 a 59 anos;2
2018;Doença pelo vírus da imunodeficiência humana [HIV];50 a 59 anos;28
2018;Outras doenças por vírus;50 a 59 anos;-
2018;Micoses;50 a 59 anos;1
2018;Doenças devidas a protozoários;50 a 59 anos;2
2018;Helmintíases;50 a 59 anos;1
2018;Seqüelas de doenças infecciosas e parasitárias;50 a 59 anos;5
2018;Outras doenças infecciosas;50 a 59 anos;-
2018;Neoplasias malignas;50 a 59 anos;530
2018;Neoplasias [tumores] in situ;50 a 59 anos;-
2018;Neoplasias [tumores] benignas(os);50 a 59 anos;-
2018;Neopl de comportamento incerto ou desconhecido;50 a 59 anos;1
2018;Anemias nutricionais;50 a 59 anos;-
2018;Anemias hemolíticas;50 a 59 anos;-
2018;Anemias aplásticas e outras anemias;50 a 59 anos;4
2018;Defeitos coagulação, púrpura, outr afecç hemorrág;50 a 59 anos;6
2018;Outras doenças do sangue e órgãos hematopoéticos;50 a 59 anos;1
2018;Alguns transt q comprometem o mecanismo imunitário;50 a 59 anos;1
2018;Transtornos da glândula tireóide;50 a 59 anos;1
2018;Diabetes mellitus;50 a 59 anos;36
2018;Transtornos de outras glândulas endócrinas;50 a 59 anos;-
2018;Desnutrição;50 a 59 anos;2
2018;Outras deficiências nutricionais;50 a 59 anos;-
2018;Obesidade e outras formas de hiperalimentação;50 a 59 anos;8
2018;Distúrbios metabólicos;50 a 59 anos;2
2018;Transtornos mentais orgânicos, incl sintomáticos;50 a 59 anos;1
2018;Transt ment e comport dev ao uso subst psicoativa;50 a 59 anos;11
2018;Esquizofrenia, transt esquizotípicos e delirantes;50 a 59 anos;1
2018;Transtornos do humor [afetivos];50 a 59 anos;1
2018;Retardo mental;50 a 59 anos;1
2018;Transtornos do desenvolvimento psicológico;50 a 59 anos;-
2018;Doenças inflamatórias do sistema nervoso central;50 a 59 anos;1
2018;Atrofias sistêm q afetam princ o sist nerv central;50 a 59 anos;3
2018;Doenças extrapiramidais e transt dos movimentos;50 a 59 anos;2
2018;Outras doenças degenerativas do sistema nervoso;50 a 59 anos;1
2018;Doenças desmielinizantes do sist nervoso central;50 a 59 anos;1
2018;Transtornos episódicos e paroxísticos;50 a 59 anos;5
2018;Doenças da junção mioneural e dos músculos;50 a 59 anos;1
2018;Paralisia cerebral e outras síndromes paralíticas;50 a 59 anos;3
2018;Outros transtornos do sistema nervoso;50 a 59 anos;7
2018;Doenças do ouvido externo;50 a 59 anos;-
2018;Doenças do ouvido médio e da mastóide;50 a 59 anos;-
2018;Febre reumática aguda;50 a 59 anos;-
2018;Doenças reumáticas crônicas do coração;50 a 59 anos;13
2018;Doenças hipertensivas;50 a 59 anos;26
2018;Doenças isquêmicas do coração;50 a 59 anos;184
2018;Doenças cardíaca pulmonar e da circulação pulmonar;50 a 59 anos;9
2018;Outras formas de doença do coração;50 a 59 anos;93
2018;Doenças cerebrovasculares;50 a 59 anos;119
2018;Doenças das artérias, das arteríolas e capilares;50 a 59 anos;18
2018;Doenças veias, vasos e gânglios linfáticos, NCOP;50 a 59 anos;5
2018;Outros transt e os não espec aparelho circulatório;50 a 59 anos;-
2018;Infecções agudas das vias aéreas superiores;50 a 59 anos;-
2018;Influenza [gripe] e pneumonia;50 a 59 anos;73
2018;Outras infecções agudas das vias aéreas inferiores;50 a 59 anos;-
2018;Outras doenças das vias aéreas superiores;50 a 59 anos;3
2018;Doenças crônicas das vias aéreas inferiores;50 a 59 anos;23
2018;Doenças pulmonares devidas a agentes externos;50 a 59 anos;5
2018;Outras doenças respirat q afetam princ interstício;50 a 59 anos;17
2018;Afecções necróticas e supurat vias aéreas infer;50 a 59 anos;4
2018;Outras doenças da pleura;50 a 59 anos;2
2018;Outras doenças do aparelho respiratório;50 a 59 anos;6
2018;Doenças cavidade oral, glând salivares e maxilares;50 a 59 anos;-
2018;Doenças do esôfago, do estômago e do duodeno;50 a 59 anos;8
2018;Doenças do apêndice;50 a 59 anos;1
2018;Hérnias;50 a 59 anos;6
2018;Enterites e colites não-infecciosas;50 a 59 anos;-
2018;Outras doenças dos intestinos;50 a 59 anos;22
2018;Doenças do peritônio;50 a 59 anos;6
2018;Doenças do fígado;50 a 59 anos;97
2018;Transt vesícula biliar, vias biliares e pâncreas;50 a 59 anos;13
2018;Outras doenças do aparelho digestivo;50 a 59 anos;6
2018;Infecções da pele e do tecido subcutâneo;50 a 59 anos;7
2018;Afecções bolhosas;50 a 59 anos;2
2018;Dermatite e eczema;50 a 59 anos;-
2018;Urticária e eritema;50 a 59 anos;-
2018;Outras afecções da pele e do tecido subcutâneo;50 a 59 anos;1
2018;Artropatias;50 a 59 anos;1
2018;Doenças sistêmicas do tecido conjuntivo;50 a 59 anos;3
2018;Dorsopatias;50 a 59 anos;-
2018;Transtornos dos tecidos moles;50 a 59 anos;2
2018;Osteopatias e condropatias;50 a 59 anos;3
2018;Doenças glomerulares;50 a 59 anos;2
2018;Doenças renais túbulo-intersticiais;50 a 59 anos;2
2018;Insuficiência renal;50 a 59 anos;19
2018;Calculose renal;50 a 59 anos;3
2018;Outros transtornos do rim e do ureter;50 a 59 anos;-
2018;Outras doenças do aparelho urinário;50 a 59 anos;8
2018;Doenças dos órgãos genitais masculinos;50 a 59 anos;1
2018;Doenças inflamatórias órgãos pélvicos femininos;50 a 59 anos;1
2018;Transt não-inflamatórios do trato genital feminino;50 a 59 anos;1
2018;Edema proteinúr e transt hipert gravid parto puerp;50 a 59 anos;-
2018;Assist à mãe mot feto cavid amniót e prob rel part;50 a 59 anos;-
2018;Complicações relacionadas predom com o puerpério;50 a 59 anos;-
2018;Outras afecções obstétricas NCOP;50 a 59 anos;-
2018;Fet rec-nasc afet fat mat e compl grav, trab parto;50 a 59 anos;-
2018;Transt relac com a duração gestação e cresc fetal;50 a 59 anos;-
2018;Transt respirat e cardiovasc específ per perinatal;50 a 59 anos;-
2018;Infecções específicas do período perinatal;50 a 59 anos;-
2018;Transt hemorrág e hematológ feto e recém-nascido;50 a 59 anos;-
2018;Transt aparelho digestivo do feto ou recém-nascido;50 a 59 anos;-
2018;Afecç comprom tegument e reg térm fet e recém-nasc;50 a 59 anos;-
2018;Outros transtornos originados no período perinatal;50 a 59 anos;-
2018;Malformações congênitas do sistema nervoso;50 a 59 anos;2
2018;Malformações congênitas do aparelho circulatório;50 a 59 anos;2
2018;Malformações congênitas do aparelho respiratório;50 a 59 anos;-
2018;Outras malformações congênitas aparelho digestivo;50 a 59 anos;-
2018;Malformações congênitas do aparelho urinário;50 a 59 anos;1
2018;Malform e deform congênit do sistema osteomuscular;50 a 59 anos;-
2018;Outras malformações congênitas;50 a 59 anos;-
2018;Anomalias cromossômicas NCOP;50 a 59 anos;3
2018;Sint e sinais relat aparelho circulat e respirat;50 a 59 anos;2
2018;Sintom e sinais relat ao aparelho digest e abdome;50 a 59 anos;-
2018;Sintom e sinais relat à pele e tecido subcutâneo;50 a 59 anos;-
2018;Sint e sinais relat sist nervoso e osteomuscular;50 a 59 anos;-
2018;Sintomas e sinais gerais;50 a 59 anos;1
2018;Causas mal definidas e desconhecidas mortalidade;50 a 59 anos;32
2018;Acidentes;50 a 59 anos;78
2018;Lesões autoprovocadas intencionalmente;50 a 59 anos;15
2018;Agressões;50 a 59 anos;72
2018;Eventos (fatos) cuja intenção é indeterminada;50 a 59 anos;35
2018;Complicações de assistência médica e cirúrgica;50 a 59 anos;2
2018;Seqüelas causas externas de morbidade e mortalidad;50 a 59 anos;-
2019;Doenças infecciosas intestinais;50 a 59 anos;8
2019;Tuberculose;50 a 59 anos;23
2019;Algumas doenças bacterianas zoonóticas;50 a 59 anos;3
2019;Outras doenças bacterianas;50 a 59 anos;14
2019;Infecções de transmissão predominantemente sexual;50 a 59 anos;1
2019;Infecções virais do sistema nervoso central;50 a 59 anos;1
2019;Febres por arbovírus e febres hemorrágicas virais;50 a 59 anos;2
2019;Infecções virais caract p/lesões de pele e mucosas;50 a 59 anos;-
2019;Hepatite viral;50 a 59 anos;4
2019;Doença pelo vírus da imunodeficiência humana [HIV];50 a 59 anos;38
2019;Outras doenças por vírus;50 a 59 anos;-
2019;Micoses;50 a 59 anos;1
2019;Doenças devidas a protozoários;50 a 59 anos;2
2019;Helmintíases;50 a 59 anos;1
2019;Seqüelas de doenças infecciosas e parasitárias;50 a 59 anos;6
2019;Neoplasias malignas;50 a 59 anos;518
2019;Neoplasias [tumores] in situ;50 a 59 anos;-
2019;Neoplasias [tumores] benignas(os);50 a 59 anos;2
2019;Neopl de comportamento incerto ou desconhecido;50 a 59 anos;4
2019;Anemias nutricionais;50 a 59 anos;-
2019;Anemias hemolíticas;50 a 59 anos;-
2019;Anemias aplásticas e outras anemias;50 a 59 anos;2
2019;Defeitos coagulação, púrpura, outr afecç hemorrág;50 a 59 anos;-
2019;Outras doenças do sangue e órgãos hematopoéticos;50 a 59 anos;2
2019;Alguns transt q comprometem o mecanismo imunitário;50 a 59 anos;1
2019;Transtornos da glândula tireóide;50 a 59 anos;-
2019;Diabetes mellitus;50 a 59 anos;45
2019;Outr transt regulação glicose e secr pancreát int;50 a 59 anos;1
2019;Transtornos de outras glândulas endócrinas;50 a 59 anos;1
2019;Desnutrição;50 a 59 anos;3
